"BehaviorSpace results (NetLogo 6.2.1)"
"/home/s1426633/PEKRIS.nlogo"
"SA"
"08/31/2023 09:40:02:466 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","50","0","50"
"[run number]","[step]","species","chla_supply","vegetation_delay","krill_amount","chla_growth","salp_immigration_probability","salp_mortality","krill_mortality","salp_amount","chla_decay","salp_length","salp_starvation","krill_hibernation","salp_halfsat","krill_halfsat","salp_grazing","max_abundance_salp_season","median_abundance_salp_overall","abundance_krill","mean_length_krill","sum_eggs_krill"
"666","2160","salps","Const","49","26","0.281","0.778","1.8","0.062","12","0.0504","3","35","22.3","0.184","0.107","0.00366","324537","217151","0","0","0"
"702","2160","krill","Const","46","15","0.19","1.236","2.77","0.067","6","0.0689","3.6","15","28.5","0.112","0.132","0.00372","0","0","2","6.12","0"
"690","2160","both","Const","42","17","0.232","0.584","2.71","0.077","10","0.0483","2.6","26","23.9","0.26","0.051","0.00276","10443","116091","41","7.17","24738"
"703","2160","salps","Const","52","29","0.139","1.275","3.63","0.054","6","0.0558","4.1","30","10.7","0.261","0.135","0.00185","6","116","0","0","0"
"704","2160","krill","Lognorm","41","44","0.22","0.762","2.28","0.048","7","0.0642","4","31","24","0.272","0.051","0.00146","0","0","367","4.9","208271"
"701","2160","salps","Const","56","30","0.233","0.542","2.46","0.037","10","0.0476","2.6","30","28.8","0.256","0.129","0.00211","5618","15054.5","0","0","0"
"705","2160","krill","Const","65","41","0.333","1.005","1.87","0.088","6","0.0471","2.9","28","23.9","0.258","0.085","0.00223","0","0","2733","5.14","1592496"
"662","2160","salps","Lognorm","60","42","0.374","1.099","1.66","0.096","10","0.0504","3.6","34","23.1","0.28","0.059","0.00371","222211","138849","0","0","0"
"707","2160","both","Const","36","17","0.195","0.765","1.84","0.091","13","0.0686","1.9","35","22.7","0.19","0.105","0.00137","147","171.5","27","4.97","14487"
"693","2160","both","Lognorm","42","33","0.248","0.736","1.66","0.104","7","0.0675","3","34","26.4","0.177","0.068","0.00259","46277","36780","7","4.74","0"
"710","2160","krill","Lognorm","37","36","0.337","0.488","3.37","0.039","6","0.0295","2.9","30","26","0.143","0.103","0.00138","0","0","2616","4.93","1324108"
"711","2160","krill","Const","53","35","0.186","0.98","2.82","0.07","6","0.0526","1.7","29","25.5","0.289","0.118","0.00294","0","0","37","5.64","14771"
"712","2160","both","Lognorm","30","45","0.151","0.47","2.21","0.092","5","0.0553","4.1","26","29.2","0.238","0.058","0.00281","172","1120","5","7.62","25622"
"714","2160","krill","Lognorm","52","22","0.298","0.43","2.4","0.078","8","0.0593","3.6","28","28.6","0.244","0.091","0.00284","0","0","89","4.96","31540"
"686","2160","both","Const","56","18","0.283","0.648","2.78","0.083","6","0.0315","1.7","36","26","0.268","0.062","0.00327","15047","351201.5","5","6.82","0"
"715","2160","salps","Lognorm","38","37","0.247","0.545","2.14","0.04","9","0.0683","3.7","44","25.7","0.279","0.06","0.0023","10232","799.5","0","0","0"
"706","2160","both","Lognorm","33","43","0.186","1.108","2.69","0.057","11","0.0382","1.9","27","24.5","0.114","0.082","0.00258","6202","41581.5","11","5.51","0"
"720","2160","salps","Lognorm","42","19","0.302","0.952","3.48","0.054","15","0.0459","4.1","24","26.9","0.244","0.061","0.00212","260","671","0","0","0"
"721","2160","krill","Lognorm","60","24","0.308","1.07","2.38","0.055","9","0.0592","3","30","10.8","0.289","0.061","0.00321","0","0","1345","4.29","574368"
"723","2160","krill","Const","53","40","0.314","0.85","1.39","0.102","7","0.0749","3.3","19","29.8","0.158","0.122","0.00285","0","0","39","6.16","21238"
"692","2160","salps","Lognorm","44","43","0.189","1.109","1.29","0.096","13","0.0489","1.8","35","18.3","0.163","0.085","0.00231","263372","43196","0","0","0"
"724","2160","krill","Const","33","19","0.285","0.443","2.94","0.097","7","0.0614","3.5","29","13.1","0.193","0.088","0.00356","0","0","77","6.17","145832"
"725","2160","krill","Lognorm","60","28","0.133","0.729","3.62","0.074","12","0.0651","3.1","16","19.4","0.131","0.091","0.00317","0","0","5","5.28","0"
"716","2160","salps","Const","38","21","0.197","1.177","3.09","0.088","6","0.0396","4.3","32","17.1","0.284","0.047","0.00372","2639","101222","0","0","0"
"722","2160","both","Lognorm","31","18","0.366","0.973","2.72","0.071","8","0.0649","2.1","16","19.7","0.247","0.047","0.0029","9744","2060.5","586","3.93","262974"
"726","2160","krill","Const","27","39","0.319","0.966","3.39","0.083","11","0.0532","2.5","32","25.7","0.257","0.099","0.00158","0","0","1315","4.58","611599"
"728","2160","krill","Lognorm","33","16","0.132","0.891","3.47","0.055","5","0.065","3.4","28","23.1","0.169","0.115","0.00201","0","0","2","4.38","0"
"729","2160","both","Const","64","39","0.184","1.19","3.55","0.039","13","0.0672","1.6","33","11.3","0.185","0.109","0.00139","0","13","207","3.24","56010"
"730","2160","krill","Lognorm","47","27","0.15","0.462","2.57","0.086","10","0.0472","2.3","20","12.7","0.295","0.065","0.00312","0","0","40","4.36","15283"
"719","2160","salps","Lognorm","23","34","0.308","0.954","2.53","0.089","5","0.0356","3.6","28","22.7","0.136","0.074","0.00363","84066","82290","0","0","0"
"717","2160","salps","Lognorm","52","21","0.15","0.75","1.81","0.082","12","0.0456","4","39","20.3","0.104","0.096","0.00352","108911","51687.5","0","0","0"
"732","2160","salps","Const","46","31","0.13","0.719","1.39","0.087","5","0.0668","4.3","20","23.5","0.283","0.127","0.00125","0","353.5","0","0","0"
"733","2160","both","Const","37","36","0.258","0.528","3.55","0.094","13","0.0493","2.8","29","23.4","0.129","0.084","0.00195","23","889.5","520","5.1","294626"
"734","2160","krill","Const","27","42","0.207","0.545","3.19","0.1","14","0.0642","3.8","42","22.9","0.225","0.121","0.00156","0","0","62","5.04","28791"
"735","2160","both","Lognorm","23","30","0.37","0.601","3.28","0.039","11","0.0739","4.2","29","17.4","0.261","0.061","0.00151","0","223.5","331","6.21","618548"
"731","2160","both","Const","37","29","0.219","1.16","2.63","0.036","7","0.0672","3.7","23","25.5","0.108","0.083","0.00187","2719","36883.5","211","4.82","111681"
"718","2160","salps","Const","25","29","0.308","0.952","2.75","0.051","10","0.0433","1.9","37","17.7","0.143","0.052","0.00289","10400","271291","0","0","0"
"737","2160","krill","Lognorm","46","37","0.351","1.08","1.68","0.053","14","0.0532","3.2","41","27.7","0.168","0.126","0.00161","0","0","131","4.99","40420"
"736","2160","salps","Lognorm","67","40","0.361","1.188","3.19","0.079","5","0.0325","2.4","28","27","0.276","0.113","0.00228","8632","422.5","0","0","0"
"740","2160","salps","Lognorm","54","40","0.23","0.513","3.58","0.043","13","0.0599","2.8","28","12.3","0.159","0.128","0.00234","9","80.5","0","0","0"
"739","2160","krill","Lognorm","40","30","0.371","1.17","3.36","0.063","7","0.0525","3","17","13.5","0.164","0.067","0.00259","0","0","1303","5.88","593506"
"741","2160","both","Const","37","35","0.224","1.024","3.41","0.102","8","0.0717","4","17","17.5","0.198","0.051","0.00242","8","783","100","7.19","94992"
"742","2160","salps","Lognorm","48","25","0.308","0.729","3.33","0.099","5","0.0705","3.4","30","12","0.123","0.123","0.00181","295","178.5","0","0","0"
"743","2160","both","Lognorm","45","37","0.164","0.612","2.98","0.049","9","0.0665","4","43","27.6","0.286","0.098","0.00158","431","9","14","5.99","0"
"744","2160","krill","Lognorm","52","45","0.361","0.81","2.08","0.056","13","0.0654","1.7","24","16.8","0.288","0.075","0.00226","0","0","145","6.79","136328"
"746","2160","krill","Const","39","24","0.272","0.548","2.01","0.049","15","0.0617","4","23","21.5","0.244","0.083","0.00346","0","0","205","7.29","253759"
"747","2160","salps","Lognorm","30","20","0.256","0.577","2.39","0.1","12","0.0488","2.8","44","26.8","0.202","0.055","0.0023","16630","1112","0","0","0"
"727","2160","salps","Const","27","34","0.298","0.538","2.47","0.101","7","0.0343","3.4","37","28.4","0.228","0.131","0.002","19937","137816.5","0","0","0"
"738","2160","both","Lognorm","29","27","0.202","0.941","1.62","0.081","5","0.0602","3.8","23","25.8","0.188","0.1","0.00248","51989","32550.5","7","4.01","0"
"748","2160","both","Const","40","42","0.143","0.658","2.7","0.097","7","0.0458","4.4","39","15.6","0.155","0.123","0.0024","4310","41474.5","5","5.45","0"
"752","2160","salps","Lognorm","50","20","0.143","0.635","3.24","0.092","13","0.0716","2.9","44","26.5","0.274","0.122","0.00274","583","244","0","0","0"
"750","2160","krill","Const","27","45","0.294","0.581","1.43","0.075","15","0.0343","2.9","42","10.7","0.155","0.07","0.00365","0","0","13459","4.93","6620571"
"753","2160","krill","Lognorm","53","39","0.282","1.148","2.51","0.068","9","0.0652","4","21","15.7","0.175","0.126","0.00156","0","0","47","4","13097"
"755","2160","salps","Const","55","15","0.281","1.14","2.33","0.084","9","0.0597","3.2","32","18.3","0.108","0.133","0.00127","295","577.5","0","0","0"
"754","2160","both","Const","64","39","0.232","0.599","2.62","0.088","10","0.0677","4.3","45","23.3","0.17","0.071","0.00193","894","2180.5","155","5.76","119517"
"758","2160","krill","Const","51","37","0.134","1.131","1.26","0.062","11","0.0523","4.4","37","15.6","0.186","0.072","0.00373","0","0","134","5.48","52273"
"760","2160","krill","Lognorm","47","38","0.228","1.077","2.96","0.088","5","0.0286","3.9","30","20.6","0.181","0.058","0.00338","0","0","1841","6.47","2918986"
"761","2160","krill","Const","34","26","0.346","0.657","3.37","0.042","10","0.0739","4.2","38","24.4","0.271","0.102","0.00223","0","0","245","6.97","153898"
"745","2160","salps","Const","37","37","0.246","1.018","2.45","0.083","14","0.0408","4.2","41","12.3","0.129","0.061","0.0037","119865","253270.5","0","0","0"
"757","2160","salps","Lognorm","61","43","0.199","1.128","1.74","0.058","9","0.06","4.4","36","15.2","0.209","0.086","0.00247","64578","4673","0","0","0"
"763","2160","krill","Lognorm","30","27","0.306","1.031","2.65","0.046","8","0.0711","3.1","45","11.6","0.2","0.118","0.00156","0","0","68","3.97","18817"
"762","2160","krill","Const","29","42","0.194","0.799","2.46","0.062","14","0.0607","3.1","33","19.5","0.165","0.098","0.00236","0","0","120","5.45","46537"
"749","2160","both","Lognorm","43","39","0.243","0.994","2.03","0.089","7","0.0357","3.5","36","24.4","0.13","0.055","0.00298","290546","115200","8","5.1","0"
"765","2160","krill","Lognorm","39","39","0.366","1.086","3.1","0.046","9","0.0527","2.7","26","25.2","0.297","0.069","0.00223","0","0","1894","5.67","774594"
"766","2160","krill","Const","53","18","0.249","0.714","3.45","0.095","5","0.0311","2.3","41","26.3","0.204","0.059","0.00227","0","0","3443","6.3","2943515"
"759","2160","both","Lognorm","38","45","0.366","0.443","2.8","0.103","12","0.0704","2.4","35","28.9","0.112","0.13","0.00304","17148","113453","6","4.57","0"
"769","2160","both","Const","61","28","0.244","0.883","3.41","0.079","15","0.0561","3.6","36","16.2","0.231","0.097","0.0018","337","609","155","7.04","117885"
"751","2160","salps","Const","30","44","0.33","1.057","2.4","0.043","7","0.0409","1.5","21","26.9","0.139","0.101","0.00342","105508","310579.5","0","0","0"
"771","2160","krill","Lognorm","47","45","0.212","0.9","3.13","0.058","6","0.0487","2","31","11.5","0.165","0.135","0.00252","0","0","10","7.84","0"
"764","2160","both","Const","32","32","0.201","0.434","1.64","0.052","8","0.0448","1.9","40","24.6","0.118","0.048","0.00137","47435","26519","313","5.44","195955"
"713","2160","both","Const","32","25","0.319","0.767","1.31","0.046","15","0.0564","3.2","39","23.7","0.204","0.059","0.0035","457588","440521.5","5","3.77","0"
"772","2160","both","Lognorm","59","17","0.269","0.601","3.4","0.093","8","0.0333","4.1","28","23.4","0.3","0.051","0.00184","438","427.5","1059","6.7","1815290"
"776","2160","krill","Lognorm","61","37","0.147","0.786","3.47","0.091","13","0.0558","4","28","21.4","0.108","0.059","0.00168","0","0","63","3.69","21273"
"775","2160","both","Lognorm","23","19","0.14","0.558","2.89","0.079","6","0.05","4.2","21","13.2","0.219","0.046","0.0028","1385","2464.5","4","8.17","13551"
"770","2160","salps","Lognorm","53","45","0.373","0.731","2.65","0.082","13","0.0283","2.9","24","22.5","0.236","0.084","0.00227","18038","1079","0","0","0"
"778","2160","krill","Const","49","25","0.196","0.644","3.35","0.092","5","0.0549","4.4","29","23.3","0.105","0.097","0.00305","0","0","91","4.96","68537"
"779","2160","krill","Lognorm","50","42","0.363","1.15","3.01","0.053","9","0.0619","1.8","39","17.3","0.206","0.128","0.00221","0","0","196","4.75","58241"
"781","2160","both","Lognorm","62","45","0.234","1.149","3.4","0.068","5","0.0495","3.8","32","11.4","0.214","0.119","0.00212","497","390","121","4.57","34753"
"774","2160","both","Const","31","25","0.316","1.057","3.33","0.082","8","0.0467","2.3","21","14.1","0.296","0.079","0.00314","4928","122783.5","135","5.91","135718"
"709","2160","both","Const","24","24","0.289","0.432","1.27","0.043","5","0.0299","1.9","18","27.2","0.274","0.053","0.00253","468533","545921.5","9","5.02","0"
"780","2160","both","Lognorm","58","26","0.161","1.011","3.27","0.042","13","0.0546","4.5","37","25","0.188","0.116","0.00357","467","12705","17","5.16","0"
"782","2160","krill","Const","27","29","0.273","1.157","3.62","0.08","15","0.0701","3.5","45","11.5","0.174","0.063","0.0023","0","0","227","6.11","227929"
"783","2160","krill","Lognorm","62","41","0.241","0.44","3.01","0.101","14","0.0596","2.4","15","22.1","0.168","0.128","0.00371","0","0","3","7.78","0"
"785","2160","krill","Const","26","15","0.288","0.807","1.44","0.103","9","0.0446","4","42","18.3","0.132","0.118","0.00272","0","0","281","5.54","154804"
"777","2160","salps","Lognorm","29","34","0.286","0.71","2.52","0.04","5","0.0318","2.6","28","25.4","0.289","0.099","0.00277","18203","4904","0","0","0"
"786","2160","salps","Const","64","40","0.252","1.072","3.17","0.076","5","0.0723","4.3","18","18.5","0.263","0.052","0.00229","1050","1484","0","0","0"
"788","2160","krill","Const","35","29","0.334","0.717","3.25","0.102","5","0.0599","3.3","38","18.1","0.164","0.102","0.003","0","0","75","5.51","143790"
"789","2160","krill","Const","36","21","0.297","0.949","1.61","0.081","11","0.0528","4.4","43","13.6","0.279","0.067","0.00241","0","0","543","6.21","648980"
"790","2160","both","Lognorm","66","32","0.327","0.701","2.97","0.087","10","0.0331","2.2","39","11.5","0.267","0.1","0.00237","6304","219","499","4.78","202771"
"784","2160","both","Lognorm","36","29","0.324","0.805","1.99","0.103","7","0.0613","2.8","43","15.1","0.244","0.105","0.00216","40333","726.5","18","3.62","5936"
"791","2160","salps","Lognorm","24","42","0.231","1.153","3.69","0.072","8","0.0724","4.5","39","25.2","0.117","0.101","0.00339","773","9659","0","0","0"
"767","2160","both","Const","48","25","0.32","0.521","1.94","0.103","5","0.0291","2.5","15","14.3","0.159","0.109","0.00359","376606","296031","3","3.76","0"
"796","2160","both","Lognorm","62","24","0.145","0.726","3.29","0.047","6","0.0669","2.4","20","17.4","0.127","0.066","0.00247","12","467","10","6.38","0"
"768","2160","both","Lognorm","29","42","0.327","0.745","1.63","0.103","8","0.0352","2.1","39","18.2","0.163","0.069","0.00366","151594","140270.5","3","3.61","0"
"798","2160","both","Const","43","28","0.135","1.071","2.09","0.047","13","0.0613","3.9","35","26.9","0.174","0.091","0.00187","732","1729","13","5.59","0"
"797","2160","both","Lognorm","41","39","0.219","0.702","3.21","0.068","9","0.0565","3","45","29.4","0.241","0.054","0.00332","1323","2807","205","5.1","115169"
"708","2160","salps","Const","34","27","0.373","0.448","1.35","0.096","7","0.0697","2","41","19.8","0.296","0.124","0.00361","706470","613116","0","0","0"
"799","2160","both","Const","61","23","0.365","1.116","3.02","0.07","11","0.0485","4.1","31","23.4","0.251","0.087","0.00178","8","640","2284","5.29","1308455"
"756","2160","both","Const","47","28","0.267","0.973","1.57","0.054","7","0.0503","4.3","28","25.7","0.183","0.066","0.00221","214207","235634.5","10","5.11","0"
"800","2160","salps","Const","58","23","0.204","0.68","3.66","0.085","14","0.0603","3","44","19.3","0.24","0.048","0.00273","293","2081","0","0","0"
"802","2160","both","Const","61","41","0.338","0.577","2.59","0.078","15","0.0746","4.2","34","19.3","0.172","0.117","0.00173","2125","8299","177","5.86","114065"
"804","2160","both","Lognorm","31","25","0.147","0.646","3.37","0.07","10","0.0427","3.1","20","29.8","0.193","0.12","0.00217","14","642","6","7.4","0"
"793","2160","both","Const","30","29","0.319","0.832","2.59","0.078","7","0.0258","4.2","37","29.9","0.177","0.103","0.00183","17813","172082.5","971","3.87","470454"
"805","2160","krill","Const","26","43","0.219","0.597","2.34","0.104","11","0.0385","3.7","32","11.1","0.259","0.112","0.00345","0","0","622","6.34","747632"
"806","2160","krill","Const","29","25","0.186","0.851","2.41","0.059","15","0.0471","3.5","41","15.1","0.24","0.132","0.0031","0","0","74","5.6","26175"
"807","2160","salps","Lognorm","45","17","0.177","0.666","2.99","0.097","7","0.0695","2.5","39","10.7","0.214","0.092","0.00347","1349","1257.5","0","0","0"
"809","2160","krill","Const","50","23","0.255","1.219","3.75","0.047","7","0.0685","4.2","15","24.3","0.21","0.071","0.00244","0","0","230","7.21","159322"
"803","2160","salps","Lognorm","55","35","0.231","0.448","2.75","0.103","15","0.0344","4.5","24","24","0.21","0.109","0.00286","17851","11811.5","0","0","0"
"795","2160","salps","Const","39","30","0.298","0.823","2.01","0.063","7","0.0661","2.9","39","10.5","0.183","0.055","0.0029","60042","266251","0","0","0"
"787","2160","both","Const","59","43","0.371","0.639","1.96","0.063","15","0.0424","1.7","19","23.4","0.214","0.094","0.00289","544108","278075.5","4","5.04","0"
"811","2160","krill","Lognorm","58","22","0.267","0.588","3.39","0.07","15","0.0467","3.2","43","25.7","0.29","0.072","0.00176","0","0","71","5.83","41310"
"808","2160","krill","Const","28","32","0.282","0.778","2.25","0.088","10","0.0264","3.6","20","24.4","0.143","0.084","0.0018","0","0","10673","5.65","5028994"
"812","2160","both","Lognorm","42","34","0.152","0.608","1.81","0.092","10","0.064","1.8","45","18","0.198","0.131","0.00241","10975","1082","5","4.76","0"
"815","2160","salps","Const","40","38","0.173","0.916","2.39","0.044","9","0.058","3.6","35","11","0.163","0.114","0.00184","64","555","0","0","0"
"814","2160","both","Lognorm","45","40","0.135","1.165","2.49","0.055","8","0.0568","3.9","40","20.3","0.278","0.066","0.00279","327","293.5","12","7.5","0"
"816","2160","both","Lognorm","43","36","0.151","0.437","2.63","0.099","14","0.0443","1.5","39","24.7","0.103","0.101","0.00155","18","117","27","3.33","8184"
"817","2160","both","Lognorm","49","43","0.146","0.538","2.69","0.048","11","0.0556","1.5","45","22.7","0.264","0.09","0.00224","10","79","12","7.3","0"
"801","2160","salps","Lognorm","34","31","0.196","1.07","2.13","0.099","12","0.0375","4","34","10.6","0.147","0.057","0.00274","10846","47990.5","0","0","0"
"819","2160","krill","Const","61","44","0.324","0.956","3","0.088","12","0.0409","3","44","27.1","0.185","0.125","0.00289","0","0","2423","4.97","1177421"
"810","2160","both","Const","49","23","0.214","1.142","3.14","0.037","6","0.0479","1.7","28","20.9","0.179","0.109","0.00299","5315","68148","14","6.27","0"
"820","2160","salps","Lognorm","58","24","0.327","0.727","3.52","0.051","11","0.0512","3.2","34","18.8","0.242","0.134","0.00295","2751","2236.5","0","0","0"
"823","2160","salps","Const","67","19","0.191","0.451","3.26","0.054","12","0.0531","3.9","23","18.7","0.163","0.09","0.00176","2","115.5","0","0","0"
"824","2160","krill","Lognorm","28","31","0.3","0.686","3.15","0.08","8","0.0325","2.5","42","10.3","0.223","0.133","0.0024","0","0","156","5.89","243962"
"818","2160","both","Const","50","38","0.269","0.631","2.29","0.047","15","0.0366","2.7","44","29","0.227","0.124","0.00156","10772","17516.5","2168","6.21","912478"
"825","2160","krill","Const","40","19","0.267","0.675","2.08","0.068","13","0.0622","4","17","17.3","0.261","0.075","0.00258","0","0","203","6.36","181113"
"826","2160","krill","Const","38","44","0.161","0.636","1.28","0.083","6","0.0624","2.8","22","22.8","0.102","0.08","0.00143","0","0","96","4.99","42830"
"830","2160","both","Lognorm","28","33","0.179","0.531","3.11","0.062","11","0.0579","1.9","45","29.8","0.129","0.05","0.00144","11","11","132","3.56","44999"
"822","2160","both","Lognorm","23","35","0.297","1.195","3.28","0.079","12","0.0275","4.1","22","12.3","0.282","0.094","0.00346","13791","5374","136","5.93","89111"
"828","2160","salps","Lognorm","66","15","0.283","0.933","3.2","0.038","15","0.0574","2.9","30","13.8","0.223","0.048","0.00305","38184","500.5","0","0","0"
"794","2160","both","Const","24","26","0.371","0.597","1.69","0.082","14","0.0334","4","29","11.9","0.156","0.121","0.00373","323338","187413","3","2.98","0"
"831","2160","krill","Const","52","26","0.165","0.895","2.11","0.07","7","0.0297","2.6","43","10.1","0.285","0.121","0.00331","0","0","2201","4.88","1078549"
"813","2160","salps","Const","29","27","0.339","0.787","2.77","0.075","15","0.0369","2.1","45","12.3","0.218","0.066","0.00329","15904","92426.5","0","0","0"
"833","2160","krill","Const","34","33","0.195","0.701","1.4","0.066","6","0.0705","4.1","31","23.9","0.173","0.13","0.00205","0","0","6","6.04","0"
"834","2160","krill","Const","46","16","0.336","0.712","3.73","0.063","13","0.0403","1.5","41","14.1","0.149","0.064","0.00295","0","0","4387","5.65","2328910"
"836","2160","krill","Lognorm","34","32","0.375","0.559","2.76","0.065","7","0.0693","4.1","30","17","0.255","0.111","0.00191","0","0","120","4.74","38102"
"837","2160","krill","Lognorm","40","45","0.276","1.157","1.8","0.063","5","0.0651","2.3","18","23.5","0.293","0.063","0.00342","0","0","234","4.96","140330"
"829","2160","salps","Const","34","21","0.225","1.177","2.88","0.094","5","0.0474","4.3","16","27.9","0.233","0.12","0.00311","6972","85656.5","0","0","0"
"821","2160","both","Lognorm","25","28","0.234","0.908","2.03","0.085","11","0.0404","4.4","25","16.1","0.119","0.096","0.00317","69739","113357","2","3.78","0"
"832","2160","salps","Const","61","39","0.292","1.153","1.46","0.048","15","0.0749","2","18","20.9","0.252","0.107","0.00161","81334","127676.5","0","0","0"
"841","2160","krill","Lognorm","53","17","0.261","1.226","3.5","0.037","6","0.0319","2.9","20","21","0.289","0.057","0.00314","0","0","2727","6.48","3708870"
"838","2160","salps","Lognorm","64","29","0.35","0.874","3.17","0.073","7","0.0561","2.5","37","17.5","0.212","0.064","0.00311","26653","1829","0","0","0"
"845","2160","both","Lognorm","40","28","0.253","0.594","2.82","0.04","5","0.0467","3.7","30","10.9","0.195","0.057","0.00234","2561","323.5","1906","5.3","739916"
"840","2160","both","Lognorm","49","29","0.356","0.879","1.59","0.057","6","0.039","3.7","35","22.3","0.144","0.108","0.00126","141382","2000","197","4.92","98102"
"792","2160","both","Const","30","45","0.363","1.076","1.59","0.1","12","0.0398","1.7","15","25.8","0.174","0.089","0.00374","182871","237726","4","3.11","0"
"827","2160","both","Const","58","24","0.263","0.454","2.24","0.071","9","0.0324","2.4","16","16.7","0.103","0.09","0.00374","126299","187879","4","3.64","0"
"848","2160","salps","Lognorm","66","30","0.201","0.977","3.4","0.049","14","0.0679","2.7","23","21.3","0.187","0.116","0.00166","429","249","0","0","0"
"773","2160","salps","Const","34","16","0.358","1.13","1.51","0.036","7","0.0621","2.5","29","14.6","0.173","0.085","0.00235","364330","422647.5","0","0","0"
"842","2160","salps","Const","49","18","0.192","1.147","2.5","0.044","5","0.0321","1.8","36","15","0.296","0.087","0.00361","25712","202027","0","0","0"
"851","2160","salps","Const","25","36","0.143","0.889","3.64","0.048","8","0.0258","3","32","14.1","0.207","0.121","0.00279","1499","26689","0","0","0"
"852","2160","salps","Lognorm","56","16","0.261","1.214","2.84","0.072","14","0.0391","3.6","22","18.9","0.248","0.084","0.002","245","802","0","0","0"
"839","2160","both","Lognorm","65","18","0.357","1.158","1.82","0.101","15","0.0436","2.4","21","15.3","0.191","0.061","0.00323","498910","93087","13","2.96","0"
"843","2160","salps","Lognorm","56","37","0.344","1.136","2.26","0.05","14","0.0547","3.5","29","10.1","0.124","0.047","0.00328","395083","113084.5","0","0","0"
"850","2160","krill","Const","49","43","0.356","0.803","2.72","0.052","11","0.0353","4.5","27","16.4","0.217","0.072","0.00336","0","0","25828","4.68","12242074"
"854","2160","both","Const","43","23","0.258","0.531","3.41","0.038","9","0.0635","3.1","38","28.6","0.201","0.117","0.00248","521","2293.5","229","5.23","117516"
"855","2160","krill","Const","57","24","0.219","0.741","3.48","0.076","7","0.0643","4.4","39","23.7","0.155","0.045","0.00284","0","0","140","6.64","126969"
"844","2160","both","Const","37","44","0.283","0.613","1.76","0.054","7","0.0486","2.1","20","25.5","0.169","0.081","0.00194","46143","165533.5","13","5.68","0"
"857","2160","krill","Const","61","44","0.263","0.75","2.52","0.099","14","0.0355","3.9","15","13.2","0.13","0.13","0.00266","0","0","2171","5.09","1161488"
"853","2160","both","Const","60","41","0.135","1.127","2.3","0.09","10","0.0328","2","42","25.9","0.142","0.05","0.0017","4353","23910.5","843","4.52","493544"
"861","2160","krill","Lognorm","36","36","0.267","1.239","1.58","0.043","11","0.0685","4.4","22","25.4","0.268","0.107","0.00157","0","0","144","3.55","39673"
"860","2160","krill","Const","66","38","0.19","0.992","2.97","0.098","11","0.031","4","18","18.6","0.111","0.049","0.00295","0","0","9404","4.86","4939322"
"862","2160","salps","Const","64","34","0.137","0.71","2.33","0.058","13","0.0411","3.1","24","24.5","0.268","0.113","0.00235","4629","22316","0","0","0"
"849","2160","salps","Const","24","37","0.24","0.544","2.69","0.053","14","0.0271","3.2","26","18","0.163","0.094","0.00259","15867","246521","0","0","0"
"864","2160","both","Const","40","17","0.256","1.055","3.75","0.057","7","0.0657","2.1","33","11.9","0.167","0.116","0.002","41","783","115","6.3","71649"
"865","2160","krill","Const","30","26","0.287","0.584","3.74","0.044","9","0.0604","2.4","16","10.3","0.128","0.069","0.00332","0","0","409","6.77","752871"
"859","2160","both","Lognorm","23","37","0.176","1.033","2.35","0.071","11","0.0364","1.9","25","11","0.128","0.111","0.00335","9873","63375.5","5","3.62","0"
"868","2160","krill","Lognorm","56","36","0.244","0.607","3.26","0.06","14","0.0365","3.8","41","20.7","0.246","0.097","0.0036","0","0","215","5.53","118876"
"863","2160","salps","Lognorm","39","31","0.3","0.439","2.21","0.057","10","0.0514","3.2","28","30","0.246","0.091","0.0021","10909","249","0","0","0"
"869","2160","both","Lognorm","41","25","0.154","0.621","3.45","0.036","11","0.0446","3","41","11.7","0.29","0.135","0.00192","11","275","10","7.27","0"
"835","2160","salps","Const","51","31","0.204","0.649","1.62","0.092","11","0.0473","3","18","14.6","0.12","0.111","0.00322","135648","191936.5","0","0","0"
"858","2160","salps","Const","29","23","0.341","0.477","2.24","0.059","15","0.0621","2.2","19","11.6","0.217","0.102","0.00224","20738","133312.5","0","0","0"
"871","2160","both","Lognorm","50","44","0.362","0.535","2.86","0.069","6","0.0672","2.1","30","20.2","0.272","0.053","0.00236","4473","273","1688","4.18","765006"
"870","2160","both","Lognorm","35","34","0.198","0.997","2.37","0.09","6","0.029","4.3","40","12.4","0.207","0.104","0.00178","12579","1053","135","4.91","73408"
"874","2160","krill","Lognorm","41","24","0.289","0.665","3.72","0.056","5","0.0461","4","25","17.5","0.25","0.061","0.00335","0","0","811","5.92","349629"
"875","2160","both","Lognorm","32","34","0.241","0.497","3.69","0.085","15","0.0481","2","39","16.8","0.288","0.064","0.00307","590","151","886","3.94","380973"
"876","2160","krill","Const","58","28","0.345","0.92","1.81","0.071","12","0.0486","2.2","37","24.3","0.278","0.091","0.00356","0","0","2106","4.97","1090060"
"878","2160","krill","Const","53","45","0.269","0.654","2.94","0.075","10","0.043","1.6","38","12.5","0.114","0.066","0.00235","0","0","3846","5.27","2328394"
"873","2160","both","Const","40","28","0.137","0.769","2.65","0.055","12","0.0477","2.7","32","25.8","0.132","0.072","0.00333","6270","130261","11","4.56","0"
